,N,P_CODE,NRM_REGION,REEF,DEPTH,VISIT_NO,LATITUDE,LONGITUDE,Date,subregion,A,AB,HC,SC,CoralCover,MA,ST,Acr,RANK,DISTURBANCE,STORM_NAME,DISTURBANCE_DATE,juv5.d.nf,juv5.abun.nf,MAprop,yr,DateRange,NumYearsInRange,Change.score.linear.mean,CoralCover.score,juv.score,ma.score,gen.composition,composition.score
446,1323,IN,Wet Tropics,Franklands East,2,NA,NA,NA,NA,Johnstone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,2005 - 2008,4,0,0.175,0.143906161,0,NA,0.5
447,46,IN,Wet Tropics,Franklands East,2,5,-17.20378333,146.07675,8/07/2009,Johnstone,65.8125,4.5625,26.5625,2,28.5625,2.1875,0,21.8125,1,n,,NA,5.4327904,125.5,3.323836657,2009,2006 - 2009,4,0.30577329,0.380833333,0.459485029,1,0.140887638,0.5
448,1324,IN,Wet Tropics,Franklands East,2,NA,NA,NA,NA,Johnstone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2007 - 2010,4,0.30577329,0.380833333,0.459485029,1,NA,0.5
449,72,IN,Wet Tropics,Franklands East,2,7,-17.20378333,146.07675,18/08/2011,Johnstone,79.3125,6.375,12.9375,0.4375,13.375,19.5625,0.0625,9.8125,1,s,Yasi,2/02/2020,2.609068185,71,24.66509062,2011,2008 - 2011,4,0.611546579,0.178333333,0.226875494,0,-0.038328802,0.5
450,1325,IN,Wet Tropics,Franklands East,2,NA,NA,NA,NA,Johnstone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,2009 - 2012,4,0.611546579,0.178333333,0.226875494,0,NA,0.5
451,86,IN,Wet Tropics,Franklands East,2,9,-17.20378333,146.07675,7/08/2013,Johnstone,72.5,7.875,17.4375,0.9375,18.375,27.4375,0.0625,13.9375,1,n,,NA,2.829577882,69,37.84482759,2013,2010 - 2013,4,0.288823473,0.245,0.246050251,0,0.071148645,0.5
452,1326,IN,Wet Tropics,Franklands East,2,NA,NA,NA,NA,Johnstone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2011 - 2014,4,0.288823473,0.245,0.246050251,0,NA,0.5
453,105,IN,Wet Tropics,Franklands East,2,11,-17.20378333,146.07675,3/08/2015,Johnstone,61.5,10.3125,25.875,1.4375,27.3125,10.4375,0.0625,21.875,1,n,,NA,3.357822758,71.5,16.97154472,2015,2012 - 2015,4,0.349883264,0.364166667,0.291984588,0,0.100849598,0.5
454,110,IN,Wet Tropics,Franklands East,2,12,-17.20378333,146.07675,22/07/2016,Johnstone,58.25,4.5,34.1875,1.5,35.6875,4.0625,0,30.125,1,n,,NA,2.842223043,54,6.974248927,2016,2013 - 2016,4,0.459604126,0.475833333,0.24714983,0.597614108,0.132185155,0.5
455,119,IN,Wet Tropics,Franklands East,2,13,-17.20378333,146.07675,6/08/2017,Johnstone,60.0625,5.6875,32.1875,1.1875,33.375,2.375,0,28.625,1,b,,1/02/2020,3.043118695,62.5,3.95421436,2017,2014 - 2017,4,0.544994453,0.445,0.264619017,0.94000215,0.095702576,0.5
456,139,IN,Wet Tropics,Franklands East,2,14,-17.20378333,146.07675,4/06/2018,Johnstone,49.625,5.25,40.75,2.8125,43.5625,0.75,0,37.625,1,n,,NA,4.061776795,68.5,1.511335013,2018,2015 - 2018,4,0.644420755,0.580833333,0.353197982,1,0.148009058,0.5
457,147,IN,Wet Tropics,Franklands East,2,15,-17.20378333,146.07675,20/07/2019,Johnstone,43.1875,3.75,49.5,2.75,52.25,0.875,0,44.3125,1,n,,NA,4.763620798,69.5,2.026049204,2019,2016 - 2019,4,0.698420011,0.696666667,0.4116872,1,0.169344621,0.5
458,151,IN,Wet Tropics,Franklands East,2,16,-17.20378333,146.07675,21/07/2020,Johnstone,33.1875,4.375,56.9375,3.75,60.6875,1.125,0,50.9375,1,n,,NA,3.547036792,40,3.389830508,2020,2017 - 2020,4,0.669881171,0.809166667,0.308437982,1,0.188828518,0.5
459,164,IN,Wet Tropics,Franklands East,2,17,-17.20378333,146.07675,24/06/2021,Johnstone,33.4375,2.9375,60.375,1.9375,62.3125,1,0,55.5625,1,n,,NA,3.34858333,37.5,2.990654206,2021,2018 - 2021,4,0.607996624,0.830833333,0.291181159,1,0.230893003,1
460,185,IN,Wet Tropics,Franklands East,2,18,-17.20378333,146.07675,14/05/2022,Johnstone,30.3125,3.0625,61.9375,3.125,65.0625,1.375,0,55.5,1,n,,NA,3.739184054,38,4.536082474,2022,2019 - 2022,4,0.458324139,0.8675,0.32514644,0.874034466,0.240889317,1
461,193,IN,Wet Tropics,Franklands East,2,19,-17.20378333,146.07675,5/07/2023,Johnstone,25.8125,2.375,68.1875,2.6875,70.875,1.75,0,62,1,n,,NA,2.865597519,24.5,6.779661017,2023,2020 - 2023,4,0.456196857,0.945,0.249182393,0.619674972,0.319927804,1
462,202,IN,Wet Tropics,Franklands East,2,20,-17.20378333,146.07675,17/06/2024,Johnstone,51.64426101,2.253537736,43.65605346,1.506289308,45.16234277,3.885613208,0,39.01847484,1,c,,NA,3.723179641,66,7.52380445,2024,2021 - 2024,4,0.410452698,0.60216457,0.323754751,0.535309775,0.316749269,1
463,218,IN,Wet Tropics,Franklands East,5,1,-17.20325,146.077,4/08/2005,Johnstone,71.875,1,18.75892857,7.553571429,26.3125,12.375,0,13.66071429,NA,NA,NA,NA,8.313343597,103.5,17.2173913,2005,2002 - 2005,1,NA,0.350833333,0.665238828,0,0.241089633,0.5
464,235,IN,Wet Tropics,Franklands East,5,2,-17.20325,146.077,27/05/2006,Johnstone,81.4375,2.25,11,4.9375,15.9375,0.3125,0,5.3125,1,s,Larry,19/03/2020,6.148667586,83.5,0.383729854,2006,2003 - 2006,2,NA,0.2125,0.510619113,1,0.279548981,0.5
465,247,IN,Wet Tropics,Franklands East,5,3,-17.20325,146.077,8/07/2007,Johnstone,80.375,2.25,11.3125,5.875,17.1875,3.5625,0,4.0625,1,n,,NA,4.379070115,110.5,4.432348367,2007,2004 - 2007,3,0.13887994,0.229166667,0.380788706,0.671564885,0.128048327,0
466,1327,IN,Wet Tropics,Franklands East,5,NA,NA,NA,NA,Johnstone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,2005 - 2008,4,0.13887994,0.229166667,0.380788706,0.671564885,NA,0
467,267,IN,Wet Tropics,Franklands East,5,5,-17.20325,146.077,8/07/2009,Johnstone,66.4375,2.625,24.375,6.3125,30.6875,1.25,0,11.3125,1,n,,NA,8.523988679,170,1.881467545,2009,2006 - 2009,4,0.56943997,0.409166667,0.680284906,0.95499951,0.258850643,0.5
468,1328,IN,Wet Tropics,Franklands East,5,NA,NA,NA,NA,Johnstone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2007 - 2010,4,0.56943997,0.409166667,0.680284906,0.95499951,NA,0.5
469,287,IN,Wet Tropics,Franklands East,5,7,-17.20325,146.077,18/08/2011,Johnstone,73.625,6.125,16,3.6875,19.6875,5.0625,0.0625,7.9375,1,s,Yasi,2/02/2020,4.901856365,113,6.876061121,2011,2008 - 2011,4,1,0.2625,0.421561169,0.400037967,0.245848983,0.5
470,1329,IN,Wet Tropics,Franklands East,5,NA,NA,NA,NA,Johnstone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,2009 - 2012,4,1,0.2625,0.421561169,0.400037967,NA,0.5
471,315,IN,Wet Tropics,Franklands East,5,9,-17.20325,146.077,7/08/2013,Johnstone,60.8125,8.1875,25.875,4.5,30.375,19.3125,0.125,14.75,1,n,,NA,8.191931484,149,31.75745118,2013,2010 - 2013,4,0.824905522,0.405,0.656566535,0,0.370066424,1
472,1330,IN,Wet Tropics,Franklands East,5,NA,NA,NA,NA,Johnstone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2011 - 2014,4,0.824905522,0.405,0.656566535,0,NA,1
473,338,IN,Wet Tropics,Franklands East,5,11,-17.20325,146.077,3/08/2015,Johnstone,47.375,5.75,41.6875,4.5,46.1875,7.625,0.0625,29.8125,1,n,,NA,7.604140176,104,16.09498681,2015,2012 - 2015,4,0.912452761,0.615833333,0.614581441,0,0.517654559,1
474,347,IN,Wet Tropics,Franklands East,5,12,-17.20325,146.077,22/07/2016,Johnstone,47.4375,1.1875,46.25,3.9375,50.1875,5,0,36.625,1,n,,1/02/2020,3.683188282,57.5,10.54018445,2016,2013 - 2016,4,0.793630844,0.669166667,0.320277242,0,0.616480724,1
475,363,IN,Wet Tropics,Franklands East,5,13,-17.20325,146.077,6/08/2017,Johnstone,59,1.75,35.4375,2.625,38.0625,3.625,0,30.375,1,c,,29/12/2020,2.189794254,52,6.144067797,2017,2014 - 2017,4,0.777993506,0.5075,0.190416892,0.48137154,0.703485451,1
476,384,IN,Wet Tropics,Franklands East,5,14,-17.20325,146.077,4/06/2018,Johnstone,52.625,4.25,37.875,4.0625,41.9375,2,0,33,1,n,,NA,4.399990574,94,3.800475059,2018,2015 - 2018,4,0.660964768,0.559166667,0.382607876,0.741773878,0.701533165,1
477,389,IN,Wet Tropics,Franklands East,5,15,-17.20325,146.077,20/07/2019,Johnstone,49.5625,3.4375,41.9375,4.125,46.0625,2.625,0.125,36.5,1,n,,NA,4.872011906,100,5.296343001,2019,2016 - 2019,4,0.482789354,0.614166667,0.419429422,0.575564322,0.751328615,1
478,410,IN,Wet Tropics,Franklands East,5,16,-17.20325,146.077,21/07/2020,Johnstone,49.0927673,3.75,42.59394654,3.4375,46.03144654,2.817610063,0,35.34040881,1,c,,NA,4.489305397,88,5.739358806,2020,2017 - 2020,4,0.446190526,0.613752621,0.390374382,0.526339749,0.711152725,1
479,414,IN,Wet Tropics,Franklands East,5,17,-17.20325,146.077,24/06/2021,Johnstone,67.8125,1.9375,25.9375,3,28.9375,2.1875,0,18.3125,1,c,,NA,4.683742909,102.5,3.225806452,2021,2018 - 2021,4,0.446190526,0.385833333,0.405981636,0.805626717,0.551204871,1
480,436,IN,Wet Tropics,Franklands East,5,18,-17.20325,146.077,14/05/2022,Johnstone,64.5,1.4375,28.8125,4.125,32.9375,3.0625,0,21.25,1,n,,NA,4.347287433,92,4.748062016,2022,2019 - 2022,4,0.461775203,0.439166667,0.378024994,0.636485167,0.578941877,1
481,443,IN,Wet Tropics,Franklands East,5,19,-17.20325,146.077,5/07/2023,Johnstone,59.79525416,0.563291139,34.63987242,4.250791139,38.89066356,7.030431494,0,27.38475738,1,n,,NA,4.953693988,100,11.7575075,2023,2020 - 2023,4,0.503199236,0.518542181,0.425263856,0,0.659001059,1
482,458,IN,Wet Tropics,Franklands East,5,20,-17.20325,146.077,17/06/2024,Johnstone,72.85613208,2.0625,20.7672956,3.751179245,24.51847484,6.771226415,0,14.57940252,1,c,,NA,3.422245924,83.5,9.293969117,2024,2021 - 2024,4,0.503199236,0.326912998,0.297586602,0.131378278,0.493968278,1
483,1,IN,Wet Tropics,Franklands West,2,1,-17.22696667,146.0904667,5/08/2005,Johnstone,61,0.1875,25.4375,12.9375,38.375,2.0625,0,2.1875,NA,NA,NA,NA,3.354496957,36,3.381147541,2005,2002 - 2005,1,NA,0.511666667,0.291695388,0.999970824,0.063167684,0.5
484,18,IN,Wet Tropics,Franklands West,2,2,-17.22696667,146.0904667,30/05/2006,Johnstone,54.75,0.6875,32.75,11.1875,43.9375,0.0625,0,1.4375,1,n,,NA,4.418300654,32,0.114155251,2006,2003 - 2006,2,1,0.585833333,0.384200057,1,0.068562868,0.5
485,32,IN,Wet Tropics,Franklands West,2,3,-17.22696667,146.0904667,15/08/2007,Johnstone,61.95951258,0.563679245,29.01179245,8.339622642,37.35141509,8.38168239,0,3.887578616,1,n,,NA,2.497286265,52.5,13.52767645,2007,2004 - 2007,3,0.5,0.498018868,0.217155327,0,0.190848548,0.5
486,36,IN,Wet Tropics,Franklands West,2,4,-17.22696667,146.0904667,6/07/2008,Johnstone,55.3125,0.1875,32.9375,11.5,44.4375,6,0,2.625,1,n,,NA,2.622361342,47,10.84745763,2008,2005 - 2008,4,0.666666667,0.5925,0.228031421,0.064756413,0.131111624,0.5
487,50,IN,Wet Tropics,Franklands West,2,5,-17.22696667,146.0904667,21/08/2009,Johnstone,50.52822581,0.375,37.44556452,11.58870968,49.03427419,4.768145161,0,5.772177419,1,n,,NA,1.449866819,27.5,9.436597239,2009,2006 - 2009,4,0.75,0.653790323,0.126075376,0.24147784,0.209404311,0.5
488,59,IN,Wet Tropics,Franklands West,2,6,-17.22696667,146.0904667,3/06/2010,Johnstone,38.6875,0.3125,42.5625,17.6875,60.25,7.25,0,6.625,1,n,,NA,3.180923756,43,18.73990307,2010,2007 - 2010,4,0.75,0.803333333,0.276602066,0,0.197025603,0.5
489,63,IN,Wet Tropics,Franklands West,2,7,-17.22696667,146.0904667,19/08/2011,Johnstone,54.20322327,0.125,28.66548742,16.69339623,45.35888365,8.262578616,0.0625,3.501179245,1,s,Yasi,2/02/2020,2.546596492,47,15.24370345,2011,2008 - 2011,4,1,0.604785115,0.221443173,0,0.164205268,0.5
490,78,IN,Wet Tropics,Franklands West,2,8,-17.22696667,146.0904667,6/06/2012,Johnstone,48.94239611,0.375,34.65935236,15.64706731,50.30641967,8.581074357,0.0625,4.564873418,1,n,,NA,2.646301989,44.5,17.53300827,2012,2009 - 2012,4,1,0.670752262,0.230113216,0,0.113312111,0.5
491,90,IN,Wet Tropics,Franklands West,2,9,-17.22696667,146.0904667,7/08/2013,Johnstone,48.97702213,0.125,33.20582557,17.37807002,50.58389559,10.92586179,0,5.378159581,1,n,,NA,2.960086256,50,22.30813822,2013,2010 - 2013,4,0.666666667,0.674451941,0.257398805,0,0.195058305,0.5
492,93,IN,Wet Tropics,Franklands West,2,10,-17.22696667,146.0904667,15/07/2014,Johnstone,39.3125,0.0625,35.75,24.6875,60.4375,3.3125,0.0625,7.1875,1,n,,NA,4.934891006,62.5,8.426073132,2014,2011 - 2014,4,0.55824878,0.805833333,0.423920786,0.368053979,0.173072641,0.5
493,1331,IN,Wet Tropics,Franklands West,2,NA,NA,NA,NA,Johnstone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2012 - 2015,4,0.55824878,0.805833333,0.423920786,0.368053979,NA,0.5
494,117,IN,Wet Tropics,Franklands West,2,12,-17.22696667,146.0904667,20/07/2016,Johnstone,29.95676101,0.125,44.84080189,24.88993711,69.73073899,6.189465409,0,13.07783019,1,c,,NA,4.339862174,43,20.66133053,2016,2013 - 2016,4,0.337373171,0.929743187,0.37737932,0,0.24878265,1
495,125,IN,Wet Tropics,Franklands West,2,13,-17.22696667,146.0904667,6/08/2017,Johnstone,50.75,0.0625,38.1875,11,49.1875,16.75,0,2.75,1,c,,29/12/2020,1.677001305,27.5,33.00492611,2017,2014 - 2017,4,0.674746341,0.655833333,0.1458262,0,0.083227618,0.5
496,137,IN,Wet Tropics,Franklands West,2,14,-17.22696667,146.0904667,5/06/2018,Johnstone,47.1875,0,41.125,11.375,52.5,6.9375,0,4.25,1,n,,NA,2.064324079,32.5,14.70198675,2018,2015 - 2018,4,0.853019226,0.7,0.179506442,0,0.105898908,0.5
497,1332,IN,Wet Tropics,Franklands West,2,NA,NA,NA,NA,Johnstone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2016 - 2019,4,0.853019226,0.7,0.179506442,0,NA,0.5
498,159,IN,Wet Tropics,Franklands West,2,16,-17.22696667,146.0904667,20/07/2020,Johnstone,38.59158805,0,44.64622642,16.63718553,61.28341195,15.01690252,0,8.6875,1,c,,NA,2.695094211,35,38.91237255,2020,2017 - 2020,4,0.853019226,0.817112159,0.234356018,0,0.222487818,1
499,171,IN,Wet Tropics,Franklands West,2,17,-17.22696667,146.0904667,24/06/2021,Johnstone,42.625,0.0625,40.1875,16.5625,56.75,9.5,0,5.8125,1,c,,NA,2.863766196,40.5,22.28739003,2021,2018 - 2021,4,0.853019226,0.756666667,0.249023147,0,0.220045331,1
500,175,IN,Wet Tropics,Franklands West,2,18,-17.22696667,146.0904667,14/05/2022,Johnstone,32.25,0,49.5625,17.5,67.0625,11.25,0,8,1,n,,NA,3.344993207,36.5,34.88372093,2022,2019 - 2022,4,1,0.894166667,0.290868975,0,0.193957779,0.5
501,196,IN,Wet Tropics,Franklands West,2,19,-17.22696667,146.0904667,5/07/2023,Johnstone,29.62421384,0.125,50.76965409,18.91823899,69.68789308,12.65290881,0,12.15566038,1,n,,NA,2.344725639,23,42.71137413,2023,2020 - 2023,4,0.6916833,0.929171908,0.203889186,0,0.293599482,1
502,198,IN,Wet Tropics,Franklands West,2,20,-17.22696667,146.0904667,15/06/2024,Johnstone,36.93995303,0.0625,45.64880881,17.09716583,62.74597464,15.06632135,0,4.350808057,1,u,,NA,1.989850628,24.5,40.78597864,2024,2021 - 2024,4,0.4611222,0.836612995,0.173030489,0,0.124060043,0.5
503,213,IN,Wet Tropics,Franklands West,5,1,-17.22696667,146.0903667,4/08/2005,Johnstone,33.375,0.3125,64.125,1.625,65.75,8.9375,0,0,NA,NA,NA,NA,2.387061241,12,26.77902622,2005,2002 - 2005,1,NA,0.876666667,0.207570543,0,0.059899716,0.5
504,232,IN,Wet Tropics,Franklands West,5,2,-17.22696667,146.0903667,30/05/2006,Johnstone,27,0.125,71.75,0.625,72.375,0.875,0.0625,0.0625,1,n,,NA,2.409915015,8.5,3.240740741,2006,2003 - 2006,2,1,0.965,0.209557827,0.881136158,0.068081119,0.5
505,243,IN,Wet Tropics,Franklands West,5,3,-17.22696667,146.0903667,15/08/2007,Johnstone,32.67806604,0.1875,65.19654088,1.4375,66.63404088,9.259827044,0.125,0.1875,1,u,,NA,3.128847602,35,28.336521,2007,2004 - 2007,3,0.5,0.888453878,0.272073705,0,0.061192354,0.5
506,251,IN,Wet Tropics,Franklands West,5,4,-17.22696667,146.0903667,6/07/2008,Johnstone,36.58372642,0.5,60.1033805,2.25,62.3533805,17.95086478,0.125,0.125,1,u,,NA,0.886834291,11.5,49.06789586,2008,2005 - 2008,4,0.333333333,0.831378407,0.077116025,0,0.063371674,0.5
507,268,IN,Wet Tropics,Franklands West,5,5,-17.22696667,146.0903667,21/08/2009,Johnstone,37.55443548,0.625,59.49395161,1.443548387,60.9375,14.71370968,0.0625,0.125,1,n,,NA,1.749625732,22.5,39.1796854,2009,2006 - 2009,4,0.25,0.8125,0.152141368,0,0.072717429,1
508,283,IN,Wet Tropics,Franklands West,5,6,-17.22696667,146.0903667,3/06/2010,Johnstone,33.9375,1.1875,62.625,1.0625,63.6875,14.0625,0.25,0.125,1,n,,NA,1.917873732,23.5,41.43646409,2010,2007 - 2010,4,0.166133706,0.849166667,0.166771629,0,0.078717161,1
509,292,IN,Wet Tropics,Franklands West,5,7,-17.22696667,146.0903667,19/08/2011,Johnstone,36.09177215,0.8125,61.34493671,0.75,62.09493671,13.07674051,0.5,0.25,1,n,,NA,1.672778473,21,36.23191583,2011,2008 - 2011,4,0.166133706,0.827932489,0.145458998,0,0.118691257,1
510,304,IN,Wet Tropics,Franklands West,5,8,-17.22696667,146.0903667,6/06/2012,Johnstone,47.35315089,0.3125,49.76317127,1.818396226,51.58156749,15.44104997,0.0625,0.125,1,u,,NA,1.066975917,17,32.60828409,2012,2009 - 2012,4,0.166133706,0.687754233,0.092780514,0,0.112152915,1
511,313,IN,Wet Tropics,Franklands West,5,9,-17.22696667,146.0903667,7/08/2013,Johnstone,53.83647799,0.3125,43.4677673,1.758254717,45.22602201,17.02948113,0.1875,0.125393082,1,u,,NA,1.440363019,27,31.63186332,2013,2010 - 2013,4,0.166133706,0.603013627,0.125248958,0,0.097289492,1
512,325,IN,Wet Tropics,Franklands West,5,10,-17.22696667,146.0903667,15/07/2014,Johnstone,47.8577044,0.25,49.63286164,1.819968553,51.45283019,3.759433962,0,0.250393082,1,n,,NA,2.802175078,46,7.855441478,2014,2011 - 2014,4,0.25,0.686037736,0.243667398,0.557463454,0.07767411,1
513,1333,IN,Wet Tropics,Franklands West,5,NA,NA,NA,NA,Johnstone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2012 - 2015,4,0.333333333,0.686037736,0.243667398,0.557463454,NA,1
514,357,IN,Wet Tropics,Franklands West,5,12,-17.22696667,146.0903667,20/07/2016,Johnstone,29.8125,0.25,65.5,3.75,69.25,8.1875,0.1875,0.125,1,n,,NA,3.008403361,32,27.46331237,2016,2013 - 2016,4,0.666666667,0.923333333,0.261600292,0,0.056112712,0
515,366,IN,Wet Tropics,Franklands West,5,13,-17.22696667,146.0903667,6/08/2017,Johnstone,45.125,0.1875,53.4375,1.125,54.5625,33.5,0.0625,0,1,b,,1/02/2020,0.868599188,14,74.23822715,2017,2014 - 2017,4,1,0.7275,0.075530364,0,0.058664372,0.5
516,380,IN,Wet Tropics,Franklands West,5,14,-17.22696667,146.0903667,5/06/2018,Johnstone,53.4375,0.25,44.75,1.375,46.125,25.9375,0.125,0.125,1,n,,NA,1.519902473,28.5,48.5380117,2018,2015 - 2018,4,0.5,0.615,0.132165432,0,0.07694482,1
517,1334,IN,Wet Tropics,Franklands West,5,NA,NA,NA,NA,Johnstone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2016 - 2019,4,0.5,0.615,0.132165432,0,NA,1
518,404,IN,Wet Tropics,Franklands West,5,16,-17.22696667,146.0903667,20/07/2020,Johnstone,45.27672956,0.375393082,52.03537736,2.0625,54.09787736,22.94968553,0,0.0625,1,n,,NA,3.857014686,60.5,50.6875955,2020,2017 - 2020,4,0.280891297,0.721305031,0.335392581,0,0.069713511,0.5
519,413,IN,Wet Tropics,Franklands West,5,17,-17.22696667,146.0903667,24/06/2021,Johnstone,41.8125,0.0625,55.125,2.5,57.625,17.1875,0,0.125,1,n,,NA,2.877338615,41.5,41.10612855,2021,2018 - 2021,4,0.375657198,0.768333333,0.250203358,0,0.075139993,1
520,433,IN,Wet Tropics,Franklands West,5,18,-17.22696667,146.0903667,14/05/2022,Johnstone,31.875,0.1875,64.625,3.0625,67.6875,15.5,0.0625,0.125,1,n,,NA,3.194817889,35,48.62745098,2022,2019 - 2022,4,0.708990532,0.9025,0.277810251,0,0.078442439,1
521,448,IN,Wet Tropics,Franklands West,5,19,-17.22696667,146.0903667,5/07/2023,Johnstone,40.125,0.25,56.9375,2.5,59.4375,20.875,0,0,1,u,,NA,1.272971516,17.5,52.02492212,2023,2020 - 2023,4,0.531742899,0.7925,0.110693175,0,0.069095865,0.5
522,457,IN,Wet Tropics,Franklands West,5,20,-17.22696667,146.0903667,15/06/2024,Johnstone,35.10590817,0.0625,61.76673334,3.002358491,64.76909183,18.85294264,0,0.0625,1,n,,NA,2.900558024,34.5,53.70304779,2024,2021 - 2024,4,0.641297251,0.863587891,0.252222437,0,0.066231387,0.5
523,222,RM,Wet Tropics,Green,5,1,-16.77531667,145.98045,17/06/1993,Johnstone,67.29257884,16.97128795,9.50593575,3.724067197,13.23000295,0.507515473,0,3.84357206,NA,NA,NA,NA,NA,NA,0.754192337,1993,NA,NA,NA,0.176400039,NA,1,NA,NA
524,236,RM,Wet Tropics,Green,5,2,-16.77531667,145.98045,7/02/1994,Johnstone,64.21287219,20.45039157,9.013078911,4.726694494,13.7397734,1.188089843,0,3.969564699,1,c,,NA,NA,NA,1.850236257,1994,1991 - 1994,1,NA,0.183196979,NA,0.972662092,NA,NA
525,248,RM,Wet Tropics,Green,5,3,-16.77531667,145.98045,17/04/1995,Johnstone,68.49235968,11.19234482,12.4405963,4.391254899,16.8318512,2.087222189,0,7.327453615,1,n,,NA,NA,NA,3.047379589,1995,1992 - 1995,2,0.73763466,0.224424683,NA,0.856823149,NA,NA
526,261,RM,Wet Tropics,Green,5,4,-16.77531667,145.98045,24/01/1996,Johnstone,61.80129799,12.6633282,14.67244333,5.812614435,20.48505776,5.570603537,0,8.667410353,1,n,,NA,NA,NA,9.013732265,1996,1993 - 1996,3,0.634262312,0.273134104,NA,0.279502144,NA,NA
527,272,RM,Wet Tropics,Green,5,5,-16.77531667,145.98045,18/01/1997,Johnstone,70.41561519,15.06792627,7.619538867,4.259264026,11.87880289,3.526181009,0,3.191427249,1,c,,NA,NA,NA,5.007669108,1997,1994 - 1997,4,0.634262312,0.158384039,NA,0.667140041,NA,NA
528,284,RM,Wet Tropics,Green,5,6,-16.77531667,145.98045,3/02/1998,Johnstone,71.08276735,13.98197719,6.651010449,5.309675872,11.96068632,12.29510756,0,1.526785714,1,n,,NA,NA,NA,17.29688927,1998,1995 - 1998,4,0.422841541,0.159475818,NA,0,NA,NA
529,300,RM,Wet Tropics,Green,5,7,-16.77531667,145.98045,4/02/1999,Johnstone,67.96774022,16.55946147,5.978123473,6.648001154,12.62612463,9.219273362,0,0.792197347,1,n,,NA,NA,NA,13.56418991,1999,1996 - 1999,4,0.176963321,0.168348328,NA,0,NA,NA
530,312,RM,Wet Tropics,Green,5,8,-16.77531667,145.98045,3/02/2000,Johnstone,72.50660058,16.76818585,4.082562508,4.995136602,9.077699109,8.363402933,0,0.274209181,1,s,Rona,11/02/2019,NA,NA,11.53467804,2000,1997 - 2000,4,0,0.121035988,NA,0.035568367,NA,NA
531,324,RM,Wet Tropics,Green,5,9,-16.77531667,145.98045,10/02/2001,Johnstone,75.22167035,12.91833734,4.323883548,6.392425022,10.71630857,3.31342123,0,0.755161982,1,n,,NA,NA,NA,4.404875902,2001,1998 - 2001,4,0.136867544,0.142884114,NA,0.725468001,NA,NA
532,335,RM,Wet Tropics,Green,5,10,-16.77531667,145.98045,24/09/2001,Johnstone,72.67187165,15.52786315,4.745909612,5.026116775,9.772026388,5.349857393,0,0.859180439,1,n,,NA,NA,NA,7.36166177,2002,1999 - 2002,4,0.30154191,0.130293685,NA,0.439361115,NA,NA
533,344,RM,Wet Tropics,Green,5,11,-16.77531667,145.98045,24/10/2002,Johnstone,74.71144781,12.78114478,4.96969697,5.234343434,10.2040404,25.74377104,0,0.6,1,n,,NA,NA,NA,34.45759893,2003,2000 - 2003,4,0.386824739,0.136053872,NA,0,NA,NA
534,359,RM,Wet Tropics,Green,5,12,-16.77531667,145.98045,14/01/2004,Johnstone,70.71821194,13.16412635,7.325706409,5.969189209,13.29489562,1.202015126,0,1.4360134,1,n,,NA,NA,NA,1.699724997,2004,2001 - 2004,4,0.540118555,0.177265275,NA,0.987225983,NA,NA
535,374,RM,Wet Tropics,Green,5,13,-16.77531667,145.98045,1/02/2005,Johnstone,69.28538512,13.53084039,9.541663274,5.866733648,15.40839692,3.546993906,0,1.738071746,1,n,,NA,NA,NA,5.119396969,2005,2002 - 2005,4,0.62779295,0.205445292,NA,0.65632894,NA,NA
536,1335,RM,Wet Tropics,Green,5,NA,NA,NA,NA,Johnstone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,2003 - 2006,4,0.672382901,0.205445292,NA,0.65632894,NA,NA
537,398,RM,Wet Tropics,Green,5,15,-16.77531667,145.98045,4/01/2007,Johnstone,60.71490787,17.64438861,13.30586265,7.233500838,20.53936348,2.667839196,0,5.501340034,1,n,,NA,7.654899337,41,4.39404306,2007,2004 - 2007,4,0.782050361,0.27385818,0.618207096,0.726516217,0.260219242,0.5
538,1336,RM,Wet Tropics,Green,5,NA,NA,NA,NA,Johnstone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,2005 - 2008,4,0.673075542,0.27385818,0.618207096,0.726516217,NA,0.5
